Jour :Monday Heure :8h Minutes :0min Salle :120 Etage 0
Jour :Monday Heure :8h Minutes :15min Salle :220 Etage 1
Jour :Tuesday Heure :8h Minutes :30min Salle :119 Etage 0
Jour :Tuesday Heure :8h Minutes :45min Salle :220 Etage 1
Jour :Wednesday Heure :9h Minutes :0min Salle :119 Etage 0
Jour :Wednesday Heure :9h Minutes :30min Salle :220 Etage 1
Jour :Thursday Heure :10h Minutes :0min Salle :119 Etage 0
Jour :Thursday Heure :10h Minutes :15min Salle :220 Etage 1
Jour :Friday Heure :10h Minutes :30min Salle :119 Etage 0
Jour :Friday Heure :10h Minutes :45min Salle :220 Etage 1
