Jour :Monday Heure :8h Minutes :0min Salle :219 Etage 1
Jour :Monday Heure :8h Minutes :15min Salle :319 Etage 2
Jour :Tuesday Heure :8h Minutes :30min Salle :120 Etage 0
Jour :Tuesday Heure :8h Minutes :45min Salle :319 Etage 2
Jour :Wednesday Heure :9h Minutes :0min Salle :120 Etage 0
Jour :Wednesday Heure :9h Minutes :30min Salle :319 Etage 2
Jour :Thursday Heure :10h Minutes :0min Salle :120 Etage 0
Jour :Thursday Heure :10h Minutes :15min Salle :319 Etage 2
Jour :Friday Heure :10h Minutes :30min Salle :120 Etage 0
Jour :Friday Heure :10h Minutes :45min Salle :319 Etage 2
